candidate_id,expected_label,reference,reference_track_id,artist_id,group_id,generator,genre,split,development_only,label_basis,archive,archive_url,archive_member,file_bytes,compressed_bytes,source_url,license_url,file_path
human:fma:121452,human,Strawberry Boogie - Dan Lizard,121452,20274,fma_artist:20274,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/121/121452.mp3,1039640,1039314,http://freemusicarchive.org/music/Dan_Lizard/Dance_2_The_Music_EP/04_-_Dan_Lizard_-_Strawberry_Boogie_-_Dance_2_the_Music_EP,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/6fd0c4642e242f3f3f1f1b74489cfd6e77473f2400a19c772355a97df02296c3.mp3
human:fma:39607,human,Unexpected Little Happenings - UltraCat,39607,9403,fma_artist:9403,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/039/039607.mp3,1199797,1092101,http://freemusicarchive.org/music/UltraCat/Disco_High/ultracat_-_03_-_unexpected_little_happenings,http://creativecommons.org/licenses/by/3.0/,data/audio_1000/dfea83dc5166eb06f78265f1b4c89c0d08800f45f731bbc08c02ae34a887f664.mp3
human:fma:26652,human,Bleuacide - Graphiqs Groove,26652,6747,fma_artist:6747,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/026/026652.mp3,736760,732634,http://freemusicarchive.org/music/Graphiqs_Groove/Graphiqs_Groove_2009/01_-_bleuacide,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/8610807ed9074f83d996637e5e4a207806085c7bb1bc9377dedc3d964093b921.mp3
human:fma:123506,human,About 10 Hours Looking At The Ceiling (Azureflux Arrange) - Irisu Syndrome,123506,20659,fma_artist:20659,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/123/123506.mp3,1201347,1036542,http://freemusicarchive.org/music/Irisu_Syndrome/Pocket_Boy/12_irisu_syndrome_-_about_10_hours_looking_at_the_ceiling__azureflux_arrange,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/74179abb32e52f87707419992a2e39454c4aa811d215afc8ac5bbd65b9db6268.mp3
human:fma:100535,human,Back From Århus - Small Colin,100535,12787,fma_artist:12787,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/100/100535.mp3,1200251,653492,http://freemusicarchive.org/music/Small_Colin/Mono_Box/05_-_Small_Colin_-_Back_From_Arhus_-_Mono_Box,http://creativecommons.org/licenses/by-sa/4.0/,data/audio_1000/3378fdbb06ae92bc9df2f7206443979256a05e3e166eb903d594300d611f9d6e.mp3
human:fma:143061,human,Lonely Satellite - Mystery Mammal,143061,22774,fma_artist:22774,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/143/143061.mp3,961226,905992,http://freemusicarchive.org/music/Mystery_Mammal/Wonders_Of_Modern_Technology/Lonely_Satellite,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/66e1bd1a1a5ced1fe8295d78917fea4db63e0cd56a36c27892ad5d7a7d59d1d2.mp3
human:fma:148443,human,Arid Badlands - No Human,148443,22984,fma_artist:22984,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/148/148443.mp3,1202299,1174717,http://freemusicarchive.org/music/No_Human/Netlabel_Day_2016_Soisloscerdos_Compilation/05No_Human-Arid_Badlands,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/b996225009c6c2965659422061525a12c6fce29e89b112068e6738b67646b6f9.mp3
human:fma:32435,human,Password - Go Gadget,32435,7972,fma_artist:7972,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/032/032435.mp3,961225,956250,http://freemusicarchive.org/music/Go_Gadget/Micro_Invasion_-_East_Jakarta_Chiptunes_Compilation/04_Micro_Invasion_-_Go_Gadget_-_Password,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/2068a62f3552ba19510b5356e442afa4a5818756d8bc25f17119d0f31846ac58.mp3
human:fma:93727,human,endless #05 - etc.,93727,13518,fma_artist:13518,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/093/093727.mp3,1201034,1185976,http://freemusicarchive.org/music/etc/endless/endless_05,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/9c53440840eaabebbba4d837873e5682f98de547d21df4ac8d264320acecdda0.mp3
human:fma:115339,human,Whiteout - Little Glass Men,115339,19453,fma_artist:19453,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/115/115339.mp3,721103,703688,http://freemusicarchive.org/music/Little_Glass_Men/Spontaneous_Album_Sampler/Whiteout_1983,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/6e5ad5cff4448449f2bbfcb0ffacb6c483b4cb8c8b0765f18b5c2d08fa1c4456.mp3
human:fma:15771,human,The Staff - Multifaros,15771,4365,fma_artist:4365,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/015/015771.mp3,600948,592401,http://freemusicarchive.org/music/Multifaros/The_Factory/The_Staff,http://creativecommons.org/licenses/by/3.0/us/,data/audio_1000/737d89ddbd6a26ebf97560b7df450fbce5937556f45e0b323995057fe99acf66.mp3
human:fma:68898,human,Like Swimming - Broke For Free,68898,9067,fma_artist:9067,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/068/068898.mp3,1200987,1193780,http://freemusicarchive.org/music/Broke_For_Free/Leaf/Broke_For_Free_-_Leaf_-_02_Like_Swimming,http://creativecommons.org/licenses/by-nc/3.0/,data/audio_1000/468eb59cf2716fad3693db9edd893bde6e55a4a39847bdd2787c0b2770f0a561.mp3
human:fma:125160,human,Stargate Pumpin - Gorowski,125160,3578,fma_artist:3578,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/125/125160.mp3,1202377,1143795,http://freemusicarchive.org/music/Gorowski/The_Gorowski_Archives_Previously_Unreleased_Tuneage_from_the_Archives_2005-2015/WM128-14_Stargate_Pumpin,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/6ac4e3daadaffee7841215e655b8da5f5229549a48e79197f8747e4b14f14b0f.mp3
human:fma:97542,human,Lotus Flower - Amitron_7,97542,11569,fma_artist:11569,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/097/097542.mp3,900985,898825,http://freemusicarchive.org/music/Amitron_7/Come_Ye_Sinners_to_the_Gospel_Feast/206_amitron_7_-_lotus_flower,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/e8652befcab3b5f9a8d0ff86bc1436a3ad6afb8862e85781f4020e30901da0f6.mp3
human:fma:116344,human,Bitstrain - Csum,116344,19183,fma_artist:19183,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/116/116344.mp3,1201194,1200490,http://freemusicarchive.org/music/Csum/Mnemotron/07_Csum_-Bitstrain,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/c25a6c8df3c11ec4ca853280c14f913555c58d85b85816c8cab57975e03b59e9.mp3
human:fma:64333,human,You Can't Unfeel The Rhythm (DJ JC Radio Edit) - Pierlo,64333,6104,fma_artist:6104,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/064/064333.mp3,1057155,952631,http://freemusicarchive.org/music/Pierlo/Cant_Unfeel_the_Rhythm_EP_Commerciale_94_Megamix/You_Cant_Unfeel_The_Rhythm_DJ_JC_Radio_Edit,http://creativecommons.org/licenses/by/3.0/,data/audio_1000/594c86c08eb185da550da2145065deeac290d2cb46e563ff47cee4cc24565f98.mp3
human:fma:52639,human,Get A Move On - Jason Shaw,52639,11679,fma_artist:11679,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/052/052639.mp3,1201199,1013009,http://freemusicarchive.org/music/Jason_Shaw/Audionautix_Tech_Urban_Dance/TU-GetAMoveOn,http://creativecommons.org/licenses/by/3.0/us/,data/audio_1000/8c39d1e0ed4c37ed0a01f665c5b5df5cc43a321013f24e846c3d2499eddf3627.mp3
human:fma:109543,human,Fallen Astronaut - Newton Balloon,109543,19015,fma_artist:19015,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/109/109543.mp3,480949,474862,http://freemusicarchive.org/music/Newton_Balloon/Every_Cloud_Has_Your_Smile/05_newton_balloon_-_fallen_astronaut,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/d08bc6d700b53374f843d888d04a3687459f5f2c07290327d01e5eaa0c68dd70.mp3
human:fma:130136,human,Wet - Michett,130136,21456,fma_artist:21456,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/130/130136.mp3,1202248,1184169,http://freemusicarchive.org/music/Michett/Palettes/Michett-Wet,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/96db66968ef37ed3e4b8382bae1a47fdebc4e2eeadb639972634fab73f8e79a9.mp3
human:fma:100973,human,Dark Side - Dyman,100973,14048,fma_artist:14048,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/100/100973.mp3,1201235,1173090,http://freemusicarchive.org/music/Dyman/Infection/02_dyman_-_dark_side,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/70aec552cf79a6ada84187e00260a72910fa5647a5c39a3fd1de0cb6ce8ef619.mp3
human:fma:27667,human,Deep Performance - Gradient,27667,6972,fma_artist:6972,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/027/027667.mp3,1201192,1154635,http://freemusicarchive.org/music/Gradient/Seashore/thn113-320-02-gradient_-_deep_perfomance,http://creativecommons.org/licenses/by-nc/3.0/,data/audio_1000/c0800956cc985d87e1f0af9ea4b9fc2a70cf0a99aa113cff53e25f3a7c0f9eab.mp3
human:fma:64535,human,found - Retral,64535,13477,fma_artist:13477,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/064/064535.mp3,1202260,1195971,http://freemusicarchive.org/music/Retral/shhht_15/silenced_-_-shhht_15-_-_01_found,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/273ffccb96e9b365561672ced1b40b92c3fcc67c36cfa44ad7347f047f913694.mp3
human:fma:127936,human,Armageddon - Synapsis,127936,21128,fma_artist:21128,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/127/127936.mp3,1201478,1197864,http://freemusicarchive.org/music/Synapsis/Armageddon/Armageddon,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/e05c946e8bd66c9e62c4bbeb4313d22795903ca7368c8586d593ab598a55dec7.mp3
human:fma:36099,human,morpheus - Exteenager,36099,5978,fma_artist:5978,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/036/036099.mp3,961081,941172,http://freemusicarchive.org/music/Exteenager/forthcoming_split_ep_with_Peter_Percept/morpheus_,http://creativecommons.org/licenses/by-nc/3.0/,data/audio_1000/f7bd6c3d31d9bd08c219fea534f39cc840cc9001b64b2b7b65fdaca1f1969766.mp3
human:fma:32433,human,Wake Up - Crazy Games,32433,7970,fma_artist:7970,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/032/032433.mp3,961229,956815,http://freemusicarchive.org/music/Crazy_Games/Micro_Invasion_-_East_Jakarta_Chiptunes_Compilation/02_Micro_Invasion_-_Crazy_Games_-_Wake_Up,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/749747d77f7b53d1b522e68fdfbeaf511431c7242d74e7ebd68b1be00b00c96e.mp3
human:fma:85039,human,Irradiated Dub - Sick To The Back Teeth,85039,5450,fma_artist:5450,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/085/085039.mp3,1201258,1095321,http://freemusicarchive.org/music/Sick_To_The_Back_Teeth/Grit_1520/02_sick_to_the_back_teeth_-_irradiated_dub,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/402f460205a4dfd00f872ab5fcaa52a9a337f58a71be4e54d3e61c29d93dbff2.mp3
human:fma:28548,human,summer - General Fuzz,28548,7171,fma_artist:7171,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/028/028548.mp3,708620,708049,http://freemusicarchive.org/music/General_Fuzz/Cool_Aberrations/summer_1728,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/1a5ad601e0c88e829d586999a5e264b3191d3e5b6e938dd277a62ddb1348449a.mp3
human:fma:134447,human,Intro - Grav,134447,21886,fma_artist:21886,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/134/134447.mp3,1201180,1101982,http://freemusicarchive.org/music/Grav/Dark_Days_EP/Intro_1657,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/8c90cc5e17ea8dd4f0fa8426dcdd2324a41fd4ef592110c7891cacbf7826118b.mp3
human:fma:116239,human,Bonus Life - Radarsat-1,116239,7504,fma_artist:7504,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/116/116239.mp3,1202304,1197468,http://freemusicarchive.org/music/Radarsat-1/Iron_Logic/Radarsat-1_-_Iron_Logic_-_03_Bonus_Life,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/4ca77f932e8dfe49c25875f5459a0dddd844f14950692c6911d0a4ec78f8c6a4.mp3
human:fma:91085,human,THISBASS - URB,91085,17022,fma_artist:17022,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/091/091085.mp3,961025,865019,http://freemusicarchive.org/music/URB/U_END/05_urb_-_thisbass,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/83c0b7516aa5cdc5e864c098cf7ba4de833bd17c93d72bcd0aa991d601849165.mp3
human:fma:84483,human,m00m4m4 feat. Ovenrake - BLEO,84483,15307,fma_artist:15307,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/084/084483.mp3,1201280,1195353,http://freemusicarchive.org/music/BLEO/DUET/01_m00m4m4,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/753594d67de99111161c9efb297101e2b543167ba5e2c3aea064ca7eb7191fc8.mp3
human:fma:108533,human,The Prowler - Ghost By Nature,108533,18885,fma_artist:18885,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/108/108533.mp3,1012688,1012015,http://freemusicarchive.org/music/Ghost_By_Nature/Funk_Therapy/Ghost_By_Nature_-_Funk_Therapy_-_10_The_Prowler,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/fd6b4deb22e488fbb840a7aaacc6afcda671e2645e341e68228cf8cee595cd0f.mp3
human:fma:114386,human,Lost - Quaro/Bruno Del Ben,114386,19497,fma_artist:19497,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/114/114386.mp3,984904,951379,http://freemusicarchive.org/music/QuaroBruno_Del_Ben/EP_1573/Quaro_-_Lost_ft_Bruno_Del_Ben,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/1ca6c3bd8f05d3b7e90ca0f96f55c69a7120bde0f54d64dc52c608b7c1176d89.mp3
human:fma:139226,human,Life In Bloom - Mike B. Fort,139226,21394,fma_artist:21394,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/139/139226.mp3,1201162,1196919,http://freemusicarchive.org/music/Mike_BFort/Thats_me/Mike_B_Fort_-_Life_In_Bloom_Original_Mix,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/f5498587691356a940f61a255b4a3732fa80a3e639f1d47a340804a2ca8c16b6.mp3
human:fma:85837,human,Enter The Code - Frame,85837,11574,fma_artist:11574,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/085/085837.mp3,961093,918830,http://freemusicarchive.org/music/Frame/Visions/07_frame_-_enter_the_code,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/8d3cc8b888be6d567c1e3bd234de88911f4ff87d837eb0cba8bed6f94953212c.mp3
human:fma:28179,human,Raise Riddim - I.D. & Baobinga,28179,7082,fma_artist:7082,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/028/028179.mp3,1202303,1113759,http://freemusicarchive.org/music/ID__Baobinga/Bass_Music_Sessions/10_-_Raise_Riddim_320,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/2b9dbe377be2d39d3ae670f9b363b53cc01581ccf5254e1da866c09254641cb7.mp3
human:fma:114283,human,Quantum Leaper (feat. Lady Parsec) - Azureflux,114283,18846,fma_artist:18846,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/114/114283.mp3,1201555,1197270,http://freemusicarchive.org/music/Azureflux/Bipolar_Bear/05_azureflux_-_quantum_leaper__feat__lady_parsec,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/c548e8ee6e419d366739158e6f82c33372d693a19cf0db122fc0d01839f2d10b.mp3
human:fma:55186,human,The Crazies Are Out Tonight - Dylan Palme,55186,12099,fma_artist:12099,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/055/055186.mp3,480820,475429,http://freemusicarchive.org/music/Dylan_Palme/Zombies_Ate_My_Neighbors/04TheCraziesAreOutTonight,http://creativecommons.org/licenses/by-sa/3.0/,data/audio_1000/cba81a9dbaf6e7bf909164d4d39ed56b6670e4b527ca6941a17aed0436b83f9d.mp3
human:fma:4522,human,Oceanus - High Places,4522,846,fma_artist:846,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/004/004522.mp3,960763,957041,http://freemusicarchive.org/music/High_Places/Live_at_WFMU_on_Marty_McSorelys_Show_on_10282008/Oceanus,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/f36da9e2a65a579b44b2e2cb23b6a8d00d2edf8d446a082962c15d8b385d7f5f.mp3
human:fma:54874,human,Grenfeld - Global Goon,54874,12053,fma_artist:12053,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/054/054874.mp3,759723,755902,http://freemusicarchive.org/music/Global_Goon/Carbon/Grenfeld,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/3cbe6d0c4e243d38c4fd6d65b74dd428c8eb1c830f7380eeedf749167d2d0dd1.mp3
human:fma:53457,human,Forever falling up - Fanas,53457,11840,fma_artist:11840,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/053/053457.mp3,1201195,1001574,http://freemusicarchive.org/music/Fanas/Or_Up_We_Fall/16_Forever_falling_up,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/12f667005eab9aae0b9780170fe7024065e2254a4c3d98906030aa1bb422c221.mp3
human:fma:114242,human,Disco Time - Tentacles,114242,19475,fma_artist:19475,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/114/114242.mp3,1201234,1200410,http://freemusicarchive.org/music/Tentacles/Dance/Tentacles_-_Dance_-_03_Disco_Time,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/6390da2564eebcd28d78f3679411e409915059c91134da1fa37a3f5771f15981.mp3
