track_id,reference,artist_id,reference_group_id,artist_group_id,match_status,source_url,license_title,license_url,raw_license_title,raw_track_title,raw_artist_name,raw_artist_id,track_date_created,track_date_recorded,tta_count,echoes_paths_json,generators_json,genres_json,echoes_revision,metadata_status,review_reasons,provenance_status
15769,The Factory - Multifaros,4365,fma:15769,fma_artist:4365,exact,http://freemusicarchive.org/music/Multifaros/The_Factory/The_Factory,Attribution 3.0 United States,http://creativecommons.org/licenses/by/3.0/us/,Attribution 3.0 United States,The Factory,Multifaros,4365,6/29/2009 04:50:34 PM,,5,"[""TTA/acestep/The_Factory_Multifaros_acestep_TTA_001.mp3"", ""TTA/audioldm/The_Factory_Multifaros_audioldm_TTA_001.mp3"", ""TTA/diffrhythm/The_Factory_Multifaros_diffrhythm_TTA_001.mp3"", ""TTA/musicgen/The_Factory_Multifaros_musicgen_TTA_001.wav"", ""TTA/songgen/The_Factory_Multifaros_songgen_TTA_001.mp3""]","[""acestep"", ""audioldm"", ""diffrhythm"", ""musicgen"", ""songgen""]","[""Electronic""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,metadata_complete,,unverified
15770,The Boss - Multifaros,4365,fma:15770,fma_artist:4365,exact,http://freemusicarchive.org/music/Multifaros/The_Factory/The_Boss,Attribution 3.0 United States,http://creativecommons.org/licenses/by/3.0/us/,Attribution 3.0 United States,The Boss,Multifaros,4365,6/29/2009 04:50:36 PM,,5,"[""TTA/acestep/The_Boss_Multifaros_acestep_TTA_001.mp3"", ""TTA/audioldm/The_Boss_Multifaros_audioldm_TTA_001.mp3"", ""TTA/diffrhythm/The_Boss_Multifaros_diffrhythm_TTA_001.mp3"", ""TTA/musicgen/The_Boss_Multifaros_musicgen_TTA_001.wav"", ""TTA/songgen/The_Boss_Multifaros_songgen_TTA_001.mp3""]","[""acestep"", ""audioldm"", ""diffrhythm"", ""musicgen"", ""songgen""]","[""Electronic""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,metadata_complete,,unverified
21995,zero rhythm dollar boy - Katapulto,5828,fma:21995,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,zero rhythm dollar boy,Katapulto,5828,12/10/2009 04:15:28 PM,,16,"[""TTA/acestep/zero_rhythm_dollar_boy_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/zero_rhythm_dollar_boy_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/zero_rhythm_dollar_boy_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/zero_rhythm_dollar_boy_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/zero_rhythm_dollar_boy_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/zero_rhythm_dollar_boy_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/zero_rhythm_dollar_boy_Katapulto_songgen_TTA_001.mp3"", ""TTA/stableaudio/zero_rhythm_dollar_boy_Katapulto_stableaudio_TTA_001.mp3"", ""TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/zero_rhythm_dollar_boy_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/zero_rhythm_dollar_boy_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""stableaudio"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
21996,gospellioza - Katapulto,5828,fma:21996,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/6gospellioza,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,gospellioza,Katapulto,5828,12/10/2009 04:15:29 PM,,15,"[""TTA/acestep/gospellioza_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/gospellioza_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/gospellioza_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/gospellioza_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/gospellioza_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/gospellioza_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/gospellioza_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/gospellioza_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/gospellioza_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/gospellioza_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/gospellioza_Katapulto_songgen_TTA_001.mp3"", ""TTA/suno/gospellioza_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/gospellioza_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/gospellioza_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/gospellioza_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
21997,purity & danger - Katapulto,5828,fma:21997,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/5purity__danger,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,purity & danger,Katapulto,5828,12/10/2009 04:15:30 PM,,19,"[""TTA/acestep/purity_danger_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/purity_danger_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/purity_danger_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/purity_danger_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/purity_danger_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/diffrhythm/purity_danger_Katapulto_diffrhythm_TTA_002.mp3"", ""TTA/elevenlabs/purity_danger_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/purity_danger_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/purity_danger_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/purity_danger_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/purity_danger_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/purity_danger_Katapulto_songgen_TTA_001.mp3"", ""TTA/stableaudio/purity_danger_Katapulto_stableaudio_TTA_001.mp3"", ""TTA/stableaudio/purity_danger_Katapulto_stableaudio_TTA_002.mp3"", ""TTA/stableaudio/purity_danger_Katapulto_stableaudio_TTA_003.mp3"", ""TTA/suno/purity_danger_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/purity_danger_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/purity_danger_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/purity_danger_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""stableaudio"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
21998,karaoke megablast - Katapulto,5828,fma:21998,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/4karaoke_megablast,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,karaoke megablast,Katapulto,5828,12/10/2009 04:15:30 PM,,6,"[""TTA/acestep/karaoke_megablast_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/karaoke_megablast_Katapulto_audioldm_TTA_001.mp3"", ""TTA/diffrhythm/karaoke_megablast_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/musicgen/karaoke_megablast_Katapulto_musicgen_TTA_001.wav"", ""TTA/songgen/karaoke_megablast_Katapulto_songgen_TTA_001.mp3"", ""TTA/stableaudio/karaoke_megablast_Katapulto_stableaudio_TTA_001.mp3""]","[""acestep"", ""audioldm"", ""diffrhythm"", ""musicgen"", ""songgen"", ""stableaudio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
21999,danse macabre - Katapulto,5828,fma:21999,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/3danse_macabre,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,danse macabre,Katapulto,5828,12/10/2009 04:15:30 PM,,15,"[""TTA/acestep/danse_macabre_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/danse_macabre_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/danse_macabre_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/danse_macabre_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/danse_macabre_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/danse_macabre_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/danse_macabre_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/danse_macabre_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/danse_macabre_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/danse_macabre_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/danse_macabre_Katapulto_songgen_TTA_001.mp3"", ""TTA/suno/danse_macabre_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/danse_macabre_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/danse_macabre_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/danse_macabre_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
22000,kolorowe wody - Katapulto,5828,fma:22000,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/2kolorowe_wody,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,kolorowe wody,Katapulto,5828,12/10/2009 04:15:32 PM,,16,"[""TTA/acestep/kolorowe_wody_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/kolorowe_wody_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/kolorowe_wody_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/kolorowe_wody_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/kolorowe_wody_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/kolorowe_wody_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/kolorowe_wody_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/kolorowe_wody_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/kolorowe_wody_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/kolorowe_wody_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/kolorowe_wody_Katapulto_songgen_TTA_001.mp3"", ""TTA/stableaudio/kolorowe_wody_Katapulto_stableaudio_TTA_001.mp3"", ""TTA/suno/kolorowe_wody_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/kolorowe_wody_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/kolorowe_wody_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/kolorowe_wody_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""stableaudio"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
22001,philcollins takes your hand - Katapulto,5828,fma:22001,fma_artist:5828,exact,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/1philcollins_takes_your_hand,Public Domain,http://creativecommons.org/licenses/publicdomain/,Public Domain,philcollins takes your hand,Katapulto,5828,12/10/2009 04:15:32 PM,,16,"[""TTA/acestep/philcollins_takes_your_hand_Katapulto_acestep_TTA_001.mp3"", ""TTA/audioldm/philcollins_takes_your_hand_Katapulto_audioldm_TTA_001.mp3"", ""TTA/brev/philcollins_takes_your_hand_Katapulto_brev_TTA_001.mp3"", ""TTA/brev/philcollins_takes_your_hand_Katapulto_brev_TTA_002.mp3"", ""TTA/diffrhythm/philcollins_takes_your_hand_Katapulto_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/philcollins_takes_your_hand_Katapulto_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/philcollins_takes_your_hand_Katapulto_elevenlabs_TTA_002.mp3"", ""TTA/mubert/philcollins_takes_your_hand_Katapulto_mubert_TTA_001.mp3"", ""TTA/musicgen/philcollins_takes_your_hand_Katapulto_musicgen_TTA_001.wav"", ""TTA/producer/philcollins_takes_your_hand_Katapulto_producer_TTA_001.mp3"", ""TTA/songgen/philcollins_takes_your_hand_Katapulto_songgen_TTA_001.mp3"", ""TTA/stableaudio/philcollins_takes_your_hand_Katapulto_stableaudio_TTA_001.mp3"", ""TTA/suno/philcollins_takes_your_hand_Katapulto_suno_TTA_001.mp3"", ""TTA/suno/philcollins_takes_your_hand_Katapulto_suno_TTA_002.mp3"", ""TTA/udio/philcollins_takes_your_hand_Katapulto_udio_TTA_001.mp3"", ""TTA/udio/philcollins_takes_your_hand_Katapulto_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""stableaudio"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,needs_review,legacy_public_domain_url,unverified
22472,Busby Berkeley - Ergo Phizmiz,129,fma:22472,fma_artist:129,exact,http://freemusicarchive.org/music/Ergo_Phizmiz/Live_in_Warsaw/01_Busby-Berkeley,Attribution 3.0 United States,http://creativecommons.org/licenses/by/3.0/us/,Attribution 3.0 United States,Busby Berkeley,Ergo Phizmiz,129,12/19/2009 03:57:49 PM,,16,"[""TTA/acestep/Busby_Berkeley_Ergo_Phizmiz_acestep_TTA_001.mp3"", ""TTA/audioldm/Busby_Berkeley_Ergo_Phizmiz_audioldm_TTA_001.mp3"", ""TTA/brev/Busby_Berkeley_Ergo_Phizmiz_brev_TTA_001.mp3"", ""TTA/brev/Busby_Berkeley_Ergo_Phizmiz_brev_TTA_002.mp3"", ""TTA/diffrhythm/Busby_Berkeley_Ergo_Phizmiz_diffrhythm_TTA_001.mp3"", ""TTA/elevenlabs/Busby_Berkeley_Ergo_Phizmiz_elevenlabs_TTA_001.mp3"", ""TTA/elevenlabs/Busby_Berkeley_Ergo_Phizmiz_elevenlabs_TTA_002.mp3"", ""TTA/mubert/Busby_Berkeley_Ergo_Phizmiz_mubert_TTA_001.mp3"", ""TTA/musicgen/Busby_Berkeley_Ergo_Phizmiz_musicgen_TTA_001.wav"", ""TTA/producer/Busby_Berkeley_Ergo_Phizmiz_producer_TTA_001.mp3"", ""TTA/songgen/Busby_Berkeley_Ergo_Phizmiz_songgen_TTA_001.mp3"", ""TTA/stableaudio/Busby_Berkeley_Ergo_Phizmiz_stableaudio_TTA_001.mp3"", ""TTA/suno/Busby_Berkeley_Ergo_Phizmiz_suno_TTA_001.mp3"", ""TTA/suno/Busby_Berkeley_Ergo_Phizmiz_suno_TTA_002.mp3"", ""TTA/udio/Busby_Berkeley_Ergo_Phizmiz_udio_TTA_001.mp3"", ""TTA/udio/Busby_Berkeley_Ergo_Phizmiz_udio_TTA_002.mp3""]","[""acestep"", ""audioldm"", ""brev"", ""diffrhythm"", ""elevenlabs"", ""mubert"", ""musicgen"", ""producer"", ""songgen"", ""stableaudio"", ""suno"", ""udio""]","[""Pop""]",14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,metadata_complete,,unverified
